,Primary_Offence,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_Hour,Report_Month,Report_DayOfWeek,Division,City,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Report_Lag
12010,THEFT,July,Tuesday,20,August,Friday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,MT,21,BLK,950.0,0,10
12011,THEFT,July,Wednesday,19,August,Wednesday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,UNKNOWN,RG,8,GRY,950.0,0,14
12012,THEFT,September,Friday,18,September,Friday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,KNOWN,RG,18,WHI,600.0,0,0
12013,THEFT,October,Friday,9,October,Friday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RG,21,BLU,1100.0,0,0
12014,THEFT,November,Monday,21,November,Tuesday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EM,KNOWN,EL,32,RED,1000.0,0,1
12015,THEFT,January,Monday,20,January,Tuesday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EM,KNOWN,EL,32,BLK,0.0,0,1
12016,THEFT,July,Wednesday,19,July,Thursday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,DB,KNOWN,MT,21,WHI,300.0,0,1
12017,THEFT,July,Thursday,21,July,Saturday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,CC,KNOWN,MT,21,BLK,158.0,0,2
12018,THEFT,July,Friday,14,July,Monday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,OT,0,SIL,600.0,0,3
12019,THEFT,September,Tuesday,12,September,Wednesday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,OT,15,Other,500.0,0,1
12020,THEFT,May,Friday,19,May,Saturday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,KNOWN,SC,1,Other,950.0,0,1
12021,THEFT,May,Monday,21,May,Tuesday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GF,KNOWN,MT,24,BLK,700.0,0,1
12022,THEFT,June,Monday,9,June,Wednesday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,KNOWN,RG,9,BLK,750.0,0,2
12023,THEFT,June,Friday,7,June,Friday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,RM,KNOWN,MT,21,GRY,750.0,0,0
12024,THEFT,July,Friday,12,July,Sunday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,RG,21,WHI,500.0,0,2
12025,THEFT,June,Saturday,3,July,Thursday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,OT,1,BLU,600.0,0,40
12026,THEFT,July,Sunday,12,July,Wednesday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,KNOWN,RG,21,Other,600.0,0,3
12027,THEFT,August,Wednesday,23,August,Thursday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,DB,KNOWN,RG,30,RED,750.0,0,1
12028,THEFT,August,Wednesday,10,August,Wednesday,14,1,Waterfront Communities-The Island (77),Unknown,Other,SU,UNKNOWN,MT,21,DBL,150.0,0,0
12029,THEFT,August,Thursday,7,August,Thursday,14,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,KNOWN,RG,24,BLU,400.0,0,0
12030,THEFT,August,Thursday,15,August,Friday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,SC,KNOWN,OT,21,BLK,400.0,0,1
12031,THEFT,August,Monday,6,August,Monday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,KNOWN,MT,21,BLK,450.0,0,0
12032,THEFT,August,Wednesday,8,August,Wednesday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,KNOWN,RG,24,BLK,600.0,0,0
12033,THEFT,August,Sunday,10,August,Monday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,CCM,KNOWN,OT,7,Other,380.0,0,1
12034,THEFT,September,Friday,19,September,Saturday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,TO,9,Other,1350.0,0,1
12035,THEFT,September,Tuesday,18,September,Tuesday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,TR,UNKNOWN,RG,1,GRY,0.0,0,0
12036,THEFT,October,Saturday,12,October,Sunday,14,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CCM,UNKNOWN,MT,21,BLK,350.0,0,1
12037,THEFT,November,Tuesday,18,November,Tuesday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,KNOWN,MT,18,GRY,1000.0,0,0
12038,THEFT,April,Friday,15,April,Monday,14,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,NO,UNKNOWN,RG,7,Other,600.0,0,3
12039,B&E,April,Wednesday,12,April,Tuesday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,OT,21,GRY,1000.0,0,6
12040,THEFT,May,Sunday,23,May,Tuesday,14,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,MT,9,BLU,550.0,0,9
12041,THEFT,July,Tuesday,16,July,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,RG,12,ONG,1000.0,0,0
12042,THEFT,July,Tuesday,17,July,Thursday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,RG,7,Other,500.0,0,2
12043,THEFT,July,Sunday,4,July,Sunday,51,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,SU,UNKNOWN,MT,18,BLK,200.0,0,0
12044,THEFT,July,Thursday,18,July,Saturday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,1,Other,1000.0,0,2
12045,B&E,August,Friday,10,August,Tuesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NORCO,UNKNOWN,MT,0,RED,950.0,0,4
12046,THEFT,August,Wednesday,7,August,Wednesday,52,1,Waterfront Communities-The Island (77),Public Transit Hub,Transit,GT,KNOWN,MT,7,BLK,400.0,0,0
12047,THEFT,August,Thursday,8,August,Thursday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,UK,UNKNOWN,MT,24,Unknown Colour,400.0,0,0
12048,THEFT,July,Sunday,15,August,Tuesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,RC,30,BLK,1700.0,0,23
12049,THEFT,August,Thursday,18,August,Friday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,1,BLK,500.0,0,1
12050,THEFT,August,Tuesday,22,September,Wednesday,52,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,OT,KNOWN,RG,1,Other,400.0,0,8
12051,THEFT,August,Saturday,12,September,Saturday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,TO,27,GRY,924.0,0,7
12052,B&E,September,Friday,0,September,Sunday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,RC,0,RED,1800.0,0,2
12053,THEFT,September,Sunday,19,September,Sunday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,27,BLU,1153.0,0,0
12054,THEFT,June,Sunday,16,June,Monday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,KNOWN,RG,21,WHI,950.0,0,1
12055,THEFT,October,Saturday,9,October,Saturday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,UNKNOWN,RC,10,WHI,1400.0,0,0
12056,THEFT,June,Thursday,16,June,Thursday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,TO,27,Other,1500.0,0,0
12057,THEFT,July,Wednesday,18,July,Thursday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,RG,6,GRY,1000.0,0,1
12058,THEFT,August,Sunday,19,August,Sunday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,OT,24,ONG,1500.0,0,0
12059,THEFT,July,Thursday,23,July,Saturday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,OT,28,GRY,1100.0,0,2
12060,B&E,October,Tuesday,12,November,Saturday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,Other,KNOWN,RC,12,Other,1500.0,0,32
12061,THEFT,July,Saturday,22,July,Monday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,RG,7,PLE,500.0,0,2
12062,THEFT,June,Wednesday,10,June,Wednesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,KNOWN,SC,0,Other,1700.0,0,0
12063,THEFT,February,Thursday,9,February,Thursday,51,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,UNKNOWN,MT,18,SIL,250.0,0,0
12064,THEFT,August,Sunday,15,August,Monday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,KNOWN,RC,20,ONG,1100.0,0,1
12065,THEFT,August,Monday,19,August,Wednesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CA,KNOWN,RG,30,SIL,500.0,0,2
12066,THEFT,September,Saturday,16,September,Sunday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NORCO,KNOWN,MT,21,BLK,750.0,0,1
12067,THEFT,September,Monday,19,September,Monday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RG,21,BLK,937.0,0,0
12068,THEFT,September,Saturday,15,September,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,OT,21,BLK,500.0,0,9
12069,THEFT,September,Wednesday,12,September,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,KNOWN,OT,21,BLK,300.0,0,8
12070,THEFT,November,Friday,15,November,Wednesday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,MT,20,GRY,1625.0,0,5
12071,THEFT,October,Saturday,22,November,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,RG,21,BLU,599.0,0,24
12072,THEFT,March,Tuesday,8,March,Monday,52,1,Waterfront Communities-The Island (77),Public Transit Hub,Other,OT,UNKNOWN,RC,14,BLU,100.0,0,6
12073,THEFT,April,Monday,20,April,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,RC,21,BLK,275.0,0,1
12074,THEFT,April,Tuesday,21,April,Wednesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,RG,1,BLK,429.0,0,1
12075,THEFT,May,Monday,9,May,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,UNKNOWN,EL,0,BLK,1000.0,0,0
12076,B&E,May,Tuesday,0,May,Thursday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,DEVINCI,UNKNOWN,TO,1,Other,860.0,0,2
12077,THEFT,May,Sunday,14,May,Sunday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,KNOWN,MT,21,YEL,500.0,0,0
12078,THEFT,June,Wednesday,0,June,Friday,52,1,Waterfront Communities-The Island (77),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,UNKNOWN,OT,7,GRY,830.0,0,2
12079,THEFT,June,Thursday,14,June,Friday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,KNOWN,OT,21,GRY,200.0,0,1
12080,THEFT,August,Thursday,22,June,Sunday,52,1,Waterfront Communities-The Island (77),Public Transit Hub,Transit,GI,KNOWN,RG,18,BLK,700.0,0,304
12081,THEFT,June,Sunday,11,June,Tuesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,HF,KNOWN,RG,40,SIL,175.0,0,9
12082,THEFT,June,Tuesday,11,June,Tuesday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,KH,KNOWN,RC,27,RED,1.0,0,0
12083,THEFT,June,Saturday,18,June,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,UNKNOWN,TO,21,GRY,400.0,0,3
12084,THEFT,June,Monday,19,June,Tuesday,52,1,Waterfront Communities-The Island (77),Unknown,Other,OT,KNOWN,MT,27,BLK,1000.0,0,1
12085,THEFT,July,Friday,11,July,Friday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,RA,KNOWN,RC,21,GRY,750.0,0,0
12086,THEFT,August,Tuesday,9,August,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,KNOWN,RG,21,ONG,900.0,0,1
12087,THEFT,September,Sunday,16,September,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,KNOWN,OT,21,SIL,1700.0,0,0
12088,THEFT,September,Monday,15,September,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,MO,UNKNOWN,MT,21,Other,0.0,0,6
12089,THEFT,September,Saturday,3,September,Wednesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RA,KNOWN,RG,1,BLK,420.0,0,4
12090,THEFT,September,Friday,14,September,Saturday,52,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,TR,KNOWN,OT,27,RED,950.0,0,1
12091,THEFT,September,Wednesday,8,September,Sunday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,OT,UNKNOWN,RG,1,BLK,290.0,0,4
12092,THEFT,September,Tuesday,18,September,Wednesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,KNOWN,MT,21,RED,200.0,0,1
12093,THEFT,October,Thursday,3,October,Thursday,52,1,Waterfront Communities-The Island (77),Non-Commerical/Public Areas,Other,Other,UNKNOWN,OT,0,YEL,950.0,0,0
12094,THEFT,October,Friday,21,October,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,OT,27,BLK,500.0,0,3
12095,THEFT,October,Thursday,9,October,Sunday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,RC,18,BLK,1000.0,0,3
12096,THEFT,October,Monday,13,October,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,SC,KNOWN,RG,21,RED,0.0,0,28
12097,THEFT,November,Friday,16,November,Monday,52,1,Waterfront Communities-The Island (77),Public Transit Hub,Other,GI,UNKNOWN,OT,21,Other,0.0,0,3
12098,THEFT,November,Wednesday,16,December,Friday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FJ,KNOWN,RC,1,BLK,1300.0,0,2
12099,THEFT,January,Thursday,10,January,Friday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,KH,KNOWN,RG,21,BLK,700.0,0,1
12100,THEFT,April,Sunday,12,April,Tuesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,UK,KNOWN,MT,11,BLK,1600.0,0,2
12101,THEFT,April,Wednesday,12,April,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,RG,7,GRY,700.0,0,0
12102,THEFT,April,Thursday,8,April,Thursday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,KNOWN,TO,10,BLK,1200.0,0,0
12103,THEFT,May,Tuesday,13,May,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,KNOWN,RG,21,BLK,200.0,0,0
12104,THEFT,May,Wednesday,13,May,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,RA,UNKNOWN,RG,10,SIL,1500.0,0,0
12105,THEFT,June,Wednesday,21,June,Friday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GT,UNKNOWN,BM,1,PLE,1000.0,0,2
12106,THEFT,June,Wednesday,8,June,Wednesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,DEVINCI,KNOWN,RG,18,Other,1300.0,0,0
12107,THEFT,June,Thursday,21,June,Thursday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,KNOWN,RG,18,BLU,712.0,0,0
12108,THEFT,June,Monday,9,June,Monday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,GT,KNOWN,RG,21,BLK,650.0,0,0
12109,THEFT,June,Thursday,8,July,Monday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,KNOWN,MT,21,BLU,464.0,0,4
12110,THEFT,July,Monday,9,July,Monday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,KNOWN,MT,24,Other,600.0,0,0
12111,THEFT,July,Monday,0,July,Tuesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,OT,18,BLK,200.0,0,1
12112,THEFT,August,Friday,20,August,Saturday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,BM,20,BLK,839.0,0,1
12113,THEFT,August,Saturday,23,August,Sunday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MA,KNOWN,RG,24,BLK,500.0,0,1
12114,THEFT,August,Sunday,21,August,Monday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,KNOWN,RG,21,RED,230.0,0,1
12115,THEFT,September,Tuesday,9,September,Tuesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,OT,24,Other,800.0,0,0
12116,THEFT,September,Tuesday,17,September,Thursday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GT,UNKNOWN,MT,7,BLK,500.0,0,9
12117,THEFT,September,Monday,13,September,Tuesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RG,18,WHI,900.0,0,8
12118,THEFT,October,Thursday,7,October,Thursday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,RG,6,Unknown Colour,1000.0,0,0
12119,PROPERTY,October,Friday,18,October,Friday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,Other,KNOWN,OT,21,SIL,950.0,0,0
12120,THEFT,October,Wednesday,9,October,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,OT,21,BLU,500.0,0,0
12121,THEFT,November,Thursday,5,November,Tuesday,52,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,RC,21,WHI,600.0,0,19
12122,B&E,December,Wednesday,9,January,Thursday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,10,Other,200.0,0,15
12123,THEFT,January,Wednesday,4,January,Saturday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,KNOWN,MT,10,BLK,1200.0,0,3
12124,THEFT,May,Friday,10,June,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,CA,UNKNOWN,MT,18,BLK,1100.0,0,31
12125,THEFT,July,Monday,14,July,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,TO,21,BLK,1700.0,0,0
12126,THEFT,July,Wednesday,8,July,Thursday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GIANT,KNOWN,RG,10,Other,1000.0,0,8
12127,THEFT,July,Saturday,11,July,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,RG,21,BLU,1800.0,0,4
12128,THEFT,June,Sunday,20,July,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,RM,KNOWN,OT,21,GRN,200.0,0,31
12129,THEFT,August,Wednesday,15,August,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,RA,UNKNOWN,OT,21,BLK,500.0,0,0
12130,B&E,August,Saturday,13,August,Sunday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RG,30,GRY,900.0,0,1
12131,THEFT,August,Sunday,13,August,Sunday,51,1,Waterfront Communities-The Island (77),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,RC,8,Other,800.0,0,0
12132,THEFT,June,Thursday,15,June,Friday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,UK,UNKNOWN,MT,1,RED,75.0,0,1
12133,THEFT,July,Saturday,16,July,Saturday,51,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,OT,KNOWN,RG,21,SIL,450.0,0,0
12134,THEFT,June,Friday,17,June,Sunday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GT,KNOWN,MT,21,RED,700.0,0,2
12135,THEFT,August,Tuesday,13,August,Tuesday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,21,Other,499.0,0,0
12136,THEFT,June,Sunday,9,June,Wednesday,52,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,RA,KNOWN,RG,5,BLU,50.0,0,3
12137,THEFT,August,Sunday,20,August,Monday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,MT,21,BLK,580.0,0,1
12138,THEFT,May,Sunday,11,May,Monday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,RG,6,SIL,900.0,0,8
12139,THEFT,August,Wednesday,12,August,Wednesday,51,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,OT,10,BLK,1200.0,0,0
12140,THEFT,September,Tuesday,15,September,Tuesday,52,1,Waterfront Communities-The Island (77),Bar / Restaurant,Commercial,NORCO,KNOWN,RG,27,Unknown Colour,950.0,1,0
12141,THEFT,August,Monday,18,August,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,KNOWN,MT,21,WHI,200.0,0,1
12142,THEFT,May,Wednesday,14,May,Wednesday,51,1,Waterfront Communities-The Island (77),Non-Commerical/Public Areas,Educational,CCM,KNOWN,RG,29,Unknown Colour,700.0,0,0
12143,THEFT,August,Saturday,15,August,Saturday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,SU,KNOWN,MT,21,GRY,180.0,0,0
12144,THEFT,August,Saturday,21,August,Sunday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,RG,1,SIL,250.0,0,1
12145,THEFT,August,Saturday,21,August,Sunday,51,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,SU,UNKNOWN,RG,1,LBL,200.0,0,1
12146,THEFT,August,Saturday,17,August,Monday,51,1,Waterfront Communities-The Island (77),Public Transit Hub,Other,SU,UNKNOWN,RC,14,DBL,300.0,0,2
12147,THEFT,August,Thursday,13,August,Friday,51,1,Waterfront Communities-The Island (77),Commericial / Corporate Areas,Commercial,GI,KNOWN,RC,18,BLK,1000.0,0,1
12148,THEFT,September,Thursday,17,September,Saturday,51,1,Waterfront Communities-The Island (77),Public Transit Hub,Other,CA,UNKNOWN,MT,27,GRY,1000.0,0,2
12149,THEFT,September,Monday,22,September,Wednesday,52,1,Waterfront Communities-The Island (77),Non-Commerical/Public Areas,Other,FJ,KNOWN,RG,40,Other,960.0,0,2
12150,THEFT,August,Sunday,0,August,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,FJ,UNKNOWN,RG,1,BLK,540.0,0,1
12151,THEFT,August,Friday,19,August,Friday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,GIANT,KNOWN,MT,7,WHI,589.0,0,7
12152,THEFT,August,Tuesday,20,August,Wednesday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,NO,UNKNOWN,MT,21,BLK,200.0,0,1
12153,THEFT,August,Friday,21,September,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,UNKNOWN,RG,18,BLU,350.0,0,4
12154,ROBBERY,September,Friday,1,September,Friday,52,1,Waterfront Communities-The Island (77),"Open Areas (Lakes, Parks, Rivers)",Outside,Other,UNKNOWN,MT,18,RED,100.0,0,0
12155,THEFT,September,Tuesday,21,September,Tuesday,52,1,Waterfront Communities-The Island (77),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,MT,21,Unknown Colour,500.0,0,0
12156,THEFT,September,Saturday,15,September,Monday,52,1,Waterfront Communities-The Island (77),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,RC,5,BLU,950.0,0,2
