,Primary_Offence,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_Hour,Report_Month,Report_DayOfWeek,Division,City,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Report_Lag
2400,THEFT,May,Monday,10,May,Monday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,TR,1,Other,110.0,0,0
2401,THEFT,September,Wednesday,21,September,Thursday,13,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,KNOWN,FO,7,BLK,378.0,0,1
2402,THEFT,June,Sunday,23,June,Tuesday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,OT,24,SIL,800.0,0,2
2403,B&E,September,Wednesday,2,September,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,1,BLK,1000.0,0,0
2404,B&E,September,Wednesday,2,September,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,1,BLK,1000.0,0,0
2405,B&E,September,Wednesday,2,September,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,1,BLK,1000.0,0,0
2406,B&E,September,Wednesday,2,September,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,1,BLK,1000.0,0,0
2407,B&E,September,Wednesday,2,September,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,1,BLK,1000.0,0,0
2408,B&E,September,Wednesday,2,September,Wednesday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,1,BLK,1000.0,0,0
2409,B&E,June,Wednesday,12,July,Friday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,GIANT,UNKNOWN,TO,24,BLK,600.0,0,37
2410,THEFT,October,Friday,11,October,Friday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,SU,UNKNOWN,MT,7,Other,170.0,0,7
2411,THEFT,August,Thursday,9,August,Thursday,32,1,Englemount-Lawrence (32),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,OT,1,Other,0.0,0,0
2412,THEFT,April,Monday,12,April,Sunday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,ZZZ,UNKNOWN,RG,21,BLK,100.0,0,6
2413,THEFT,July,Friday,16,July,Monday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,OT,0,Unknown Colour,950.0,0,3
2414,THEFT,July,Wednesday,16,July,Wednesday,32,1,Englemount-Lawrence (32),"Private Property Structure (Pool, Shed, Detached Garage)",Other,Other,UNKNOWN,MT,0,Other,200.0,0,0
2415,PROPERTY,September,Friday,10,September,Friday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,18,Other,950.0,0,0
2416,PROPERTY,September,Friday,10,September,Friday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,18,Other,950.0,0,0
2417,THEFT,October,Sunday,16,October,Sunday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,MT,20,BLK,800.0,0,0
2418,THEFT,August,Tuesday,15,August,Wednesday,32,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,KNOWN,OT,21,BLK,400.0,0,1
2419,THEFT,July,Thursday,15,July,Thursday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,GT,KNOWN,MT,7,BLK,711.0,0,0
2420,THEFT,September,Monday,7,September,Monday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,21,BLK,340.0,0,0
2421,THEFT,March,Monday,12,March,Monday,32,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,UNKNOWN,OT,10,Other,950.0,0,21
2422,B&E,July,Sunday,21,July,Monday,13,1,Englemount-Lawrence (32),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,27,Other,1000.0,0,8
2423,THEFT,February,Tuesday,3,March,Tuesday,33,1,Parkwoods-Donalda (45),Commericial / Corporate Areas,Commercial,OT,KNOWN,MT,24,SIL,1000.0,0,14
2424,THEFT,April,Thursday,18,April,Thursday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,MT,18,PLE,250.0,1,0
2425,THEFT,June,Friday,4,June,Saturday,33,1,Parkwoods-Donalda (45),"Apartment (Rooming House, Condo)",Apartment,GT,UNKNOWN,MT,21,BLK,400.0,0,1
2426,THEFT,March,Sunday,14,March,Saturday,33,1,Parkwoods-Donalda (45),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,RC,11,WHI,1800.0,0,6
2427,THEFT,July,Tuesday,13,August,Wednesday,33,1,Parkwoods-Donalda (45),Commericial / Corporate Areas,Commercial,CC,KNOWN,MT,24,WHI,452.0,0,1
2428,THEFT,December,Wednesday,0,February,Wednesday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,UNKNOWN,RG,1,BLK,150.0,0,56
2429,THEFT,December,Wednesday,0,February,Wednesday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,UNKNOWN,RG,1,BLU,950.0,0,56
2430,PROPERTY,October,Monday,6,October,Monday,13,1,Englemount-Lawrence (32),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,6,LBL,950.0,0,0
2431,THEFT,December,Wednesday,15,December,Wednesday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,KNOWN,RC,21,Other,500.0,0,0
2432,THEFT,August,Thursday,21,September,Sunday,32,1,Clanton Park (33),"Apartment (Rooming House, Condo)",Apartment,CC,UNKNOWN,MT,21,DBL,340.0,0,31
2433,THEFT,June,Sunday,0,June,Sunday,33,1,Parkwoods-Donalda (45),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,UNKNOWN,RG,20,RED,100.0,0,0
2434,THEFT,August,Saturday,18,August,Saturday,33,1,Parkwoods-Donalda (45),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,21,BLK,400.0,0,0
2435,THEFT,August,Wednesday,21,August,Thursday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,DEVINCI,KNOWN,RG,6,PLE,950.0,0,1
2436,FRAUD,August,Saturday,23,August,Sunday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,SC,0,Unknown Colour,950.0,0,1
2437,THEFT,May,Thursday,2,May,Monday,33,1,Parkwoods-Donalda (45),Public Transit Hub,Other,Other,UNKNOWN,TR,5,Unknown Colour,300.0,0,4
2438,THEFT,June,Tuesday,18,June,Thursday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,KNOWN,RC,21,GRY,300.0,0,2
2439,THEFT,June,Wednesday,21,June,Thursday,33,1,Parkwoods-Donalda (45),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KNOWN,BM,1,Unknown Colour,0.0,0,1
2440,THEFT,August,Tuesday,8,August,Sunday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CCM,KNOWN,MT,21,Other,125.0,0,12
2441,THEFT,August,Tuesday,8,August,Sunday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CCM,KNOWN,RG,21,WHI,950.0,0,12
2442,THEFT,July,Saturday,23,July,Tuesday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,UNKNOWN,OT,21,BLU,400.0,0,10
2443,THEFT,October,Sunday,19,October,Sunday,33,1,Parkwoods-Donalda (45),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,MT,21,GRY,112.0,0,0
2444,THEFT,October,Friday,10,November,Sunday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,OT,7,BLU,150.0,0,2
2445,THEFT,February,Thursday,18,February,Friday,33,1,Parkwoods-Donalda (45),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,MT,8,RED,200.0,0,1
2446,THEFT,February,Thursday,18,February,Friday,33,1,Parkwoods-Donalda (45),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,MT,8,Other,300.0,0,1
2447,THEFT,June,Tuesday,23,June,Thursday,33,1,Parkwoods-Donalda (45),Non-Commerical/Public Areas,Educational,UNKNOWN,UNKNOWN,MT,18,RED,200.0,0,2
2448,THEFT,June,Wednesday,20,July,Thursday,32,1,Bedford Park-Nortown (39),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,UNKNOWN,RG,21,GRY,0.0,0,8
2449,THEFT,August,Sunday,16,August,Monday,33,1,Parkwoods-Donalda (45),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,OT,24,BLU,300.0,0,1
2450,THEFT,April,Friday,18,May,Tuesday,33,1,Parkwoods-Donalda (45),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,BM,1,BLK,450.0,0,4
2451,THEFT,May,Tuesday,12,May,Tuesday,33,1,Parkwoods-Donalda (45),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,21,BLK,950.0,0,0
2452,THEFT,July,Thursday,12,July,Thursday,33,1,Parkwoods-Donalda (45),Non-Commerical/Public Areas,Educational,Other,KNOWN,OT,1,BLU,250.0,0,0
2453,THEFT,June,Saturday,20,June,Friday,33,1,Parkwoods-Donalda (45),"Private Property Structure (Pool, Shed, Detached Garage)",Other,Other,KNOWN,RG,18,PLE,100.0,0,6
2454,THEFT,July,Friday,17,August,Sunday,33,1,Parkwoods-Donalda (45),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,UNKNOWN,RG,1,Unknown Colour,200.0,0,2
2455,PROPERTY,June,Wednesday,17,June,Wednesday,33,1,Parkwoods-Donalda (45),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,HF,KNOWN,MT,7,GRN,200.0,0,0
2456,THEFT,June,Tuesday,18,July,Tuesday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,OT,1,Other,200.0,0,28
2457,THEFT,June,Tuesday,18,July,Tuesday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,OT,1,WHI,100.0,0,28
2458,THEFT,August,Tuesday,15,August,Wednesday,33,1,Parkwoods-Donalda (45),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,KNOWN,MT,18,BLK,407.0,0,8
2459,THEFT,September,Monday,12,September,Wednesday,33,1,Parkwoods-Donalda (45),"Private Property Structure (Pool, Shed, Detached Garage)",Other,Other,KNOWN,RG,0,Other,169.0,0,9
2460,THEFT,September,Monday,12,September,Wednesday,33,1,Parkwoods-Donalda (45),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UNKNOWN,UNKNOWN,RG,0,Other,100.0,0,9
2461,THEFT,August,Monday,9,August,Monday,33,1,Pleasant View (46),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,KNOWN,MT,7,GRN,500.0,0,0
2462,THEFT,July,Tuesday,6,July,Tuesday,33,1,Pleasant View (46),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,OT,60,GRY,1349.0,0,0
2463,THEFT,August,Friday,1,August,Friday,33,1,Pleasant View (46),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,0,GRY,150.0,0,0
2464,THEFT,August,Friday,1,August,Friday,33,1,Pleasant View (46),"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,KNOWN,MT,24,RED,600.0,0,0
2465,THEFT,June,Monday,19,July,Saturday,33,1,Pleasant View (46),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,OT,4,Other,200.0,0,5
2466,THEFT,May,Thursday,5,May,Friday,33,1,Pleasant View (46),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,OT,0,GRN,200.0,0,1
2467,THEFT,July,Friday,17,July,Friday,33,1,Pleasant View (46),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,MT,21,BLU,407.0,0,0
2468,THEFT,December,Saturday,11,December,Saturday,33,1,Pleasant View (46),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,RC,15,ONG,300.0,0,0
2469,THEFT,December,Friday,0,December,Sunday,33,1,Pleasant View (46),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,MT,5,Unknown Colour,250.0,0,2
2470,THEFT,June,Thursday,8,July,Saturday,33,1,Pleasant View (46),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIANT,KNOWN,MT,5,Other,375.0,0,16
2471,THEFT,August,Monday,18,August,Monday,33,1,Pleasant View (46),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,RG,21,RED,150.0,0,0
2472,THEFT,September,Monday,2,September,Friday,33,1,Pleasant View (46),"Private Property Structure (Pool, Shed, Detached Garage)",Other,CC,UNKNOWN,MT,18,BLU,150.0,0,4
2473,THEFT,July,Friday,12,July,Monday,33,1,Pleasant View (46),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,KNOWN,MT,7,BLU,350.0,0,3
2474,THEFT,June,Tuesday,1,June,Thursday,33,1,Pleasant View (46),"Open Areas (Lakes, Parks, Rivers)",Outside,UNKNOWN,UNKNOWN,MT,24,ONG,950.0,0,2
2475,THEFT,June,Friday,14,June,Monday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,24,BLK,700.0,0,3
2476,THEFT,August,Tuesday,16,August,Tuesday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,RG,16,BLK,200.0,0,0
2477,THEFT,September,Friday,7,September,Friday,33,1,Don Valley Village (47),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,UNKNOWN,MT,21,Unknown Colour,700.0,0,0
2478,THEFT,June,Wednesday,9,June,Sunday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,MO,KNOWN,MT,21,Other,0.0,0,4
2479,THEFT,July,Sunday,0,July,Monday,33,1,Don Valley Village (47),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,KNOWN,OT,24,BLK,770.0,0,8
2480,THEFT,August,Tuesday,20,August,Wednesday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,GT,UNKNOWN,OT,24,BLK,600.0,0,1
2481,THEFT,July,Monday,13,July,Monday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,OT,21,BLU,220.0,0,0
2482,THEFT,August,Monday,13,August,Friday,33,1,Don Valley Village (47),Commericial / Corporate Areas,Commercial,Other,KNOWN,OT,16,GRY,640.0,0,4
2483,THEFT,September,Thursday,19,September,Thursday,33,1,Don Valley Village (47),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,50,WHI,100.0,0,0
2484,THEFT,September,Thursday,19,September,Thursday,33,1,Don Valley Village (47),"Single Home, House (Attach Garage, Cottage, Mobile)",House,MO,UNKNOWN,BM,50,ONG,140.0,0,0
2485,THEFT,May,Tuesday,18,May,Tuesday,33,1,Don Valley Village (47),Public Transit Hub,Other,DEVINCI,KNOWN,OT,0,BLU,750.0,0,0
2486,THEFT,June,Wednesday,8,June,Thursday,33,1,Don Valley Village (47),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,UNKNOWN,MT,15,BLK,300.0,0,1
2487,THEFT,September,Saturday,17,September,Saturday,33,1,Don Valley Village (47),Public Transit Hub,Transit,SC,UNKNOWN,RG,30,Unknown Colour,1000.0,0,0
2488,THEFT,September,Tuesday,12,September,Tuesday,33,1,Don Valley Village (47),Non-Commerical/Public Areas,Educational,CC,UNKNOWN,MT,21,BLK,550.0,0,0
2489,THEFT,August,Monday,12,August,Sunday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,1,SIL,200.0,0,6
2490,THEFT,June,Wednesday,15,June,Thursday,33,1,Don Valley Village (47),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Other,UNKNOWN,MT,6,Other,150.0,0,1
2491,THEFT,September,Sunday,16,September,Tuesday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,TR,1,BLU,100.0,0,2
2492,THEFT,March,Sunday,9,March,Tuesday,33,1,Don Valley Village (47),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,OT,10,BLK,300.0,0,2
2493,PROPERTY,September,Sunday,14,September,Sunday,33,1,Don Valley Village (47),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,KNOWN,RG,12,Other,75.0,0,0
2494,THEFT,June,Tuesday,19,June,Saturday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,CC,KNOWN,MT,21,WHI,650.0,0,11
2495,THEFT,August,Thursday,15,August,Friday,33,1,Don Valley Village (47),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,UNKNOWN,RG,20,RED,200.0,0,1
2496,B&E,May,Saturday,1,May,Monday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,10,BLK,594.0,0,9
2497,B&E,May,Saturday,1,May,Monday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,10,BLK,1000.0,0,9
2498,THEFT,October,Wednesday,16,October,Thursday,33,1,Don Valley Village (47),Public Transit Hub,Transit,CC,KNOWN,MT,10,BLK,800.0,0,1
2499,THEFT,May,Monday,8,May,Friday,33,1,Don Valley Village (47),Non-Commerical/Public Areas,Educational,Other,UNKNOWN,OT,0,Other,400.0,0,4
2500,THEFT,June,Wednesday,12,June,Wednesday,33,1,Don Valley Village (47),Commericial / Corporate Areas,Commercial,TR,KNOWN,RG,27,Other,750.0,0,0
2501,THEFT,September,Thursday,8,September,Thursday,33,1,Don Valley Village (47),Public Transit Hub,Transit,CC,UNKNOWN,RG,30,Other,170.0,0,0
2502,THEFT,October,Wednesday,14,October,Wednesday,33,1,Don Valley Village (47),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,UNKNOWN,MT,12,PLE,450.0,0,0
2503,THEFT,August,Friday,9,August,Friday,33,1,Don Valley Village (47),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,KNOWN,MT,18,GRY,100.0,0,0
2504,THEFT,August,Tuesday,15,August,Tuesday,33,1,Don Valley Village (47),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,KNOWN,MT,20,RED,0.0,0,0
2505,THEFT,July,Friday,0,July,Friday,33,1,Don Valley Village (47),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,BM,5,Other,118.0,0,0
2506,THEFT,July,Wednesday,12,July,Thursday,33,1,Don Valley Village (47),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,RC,10,BLU,1200.0,0,1
2507,THEFT,April,Saturday,16,April,Sunday,33,1,Don Valley Village (47),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,MT,24,BLK,250.0,0,8
2508,THEFT,August,Thursday,15,September,Friday,33,1,Hillcrest Village (48),Universities / Colleges,Educational,GT,KNOWN,MT,35,GRY,550.0,0,1
2509,THEFT,September,Friday,20,September,Saturday,33,1,Hillcrest Village (48),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,OT,18,BLK,1400.0,0,1
2510,B&E,September,Saturday,20,September,Sunday,32,1,Bedford Park-Nortown (39),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,RC,6,BLK,1300.0,0,1
2511,THEFT,September,Saturday,19,September,Saturday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,10,Other,700.0,0,0
2512,THEFT,September,Saturday,19,September,Saturday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,MT,10,WHI,500.0,0,0
2513,THEFT,September,Saturday,19,September,Saturday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,SC,1,BLU,250.0,0,0
2514,THEFT,September,Saturday,19,September,Saturday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,SC,1,Unknown Colour,130.0,0,0
2515,THEFT,September,Saturday,19,September,Saturday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,KNOWN,SC,1,Unknown Colour,130.0,0,0
2516,THEFT,September,Wednesday,18,September,Tuesday,53,1,Bedford Park-Nortown (39),Commericial / Corporate Areas,Commercial,Other,KNOWN,MT,24,Other,700.0,0,6
2517,THEFT,September,Sunday,5,September,Thursday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,OT,18,BLK,1500.0,0,4
2518,THEFT,September,Sunday,5,September,Thursday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,UNKNOWN,RG,10,Unknown Colour,1000.0,0,4
2519,THEFT,September,Wednesday,18,October,Wednesday,53,1,Bedford Park-Nortown (39),Convenience Stores,Commercial,TR,KNOWN,MT,10,BLU,750.0,0,28
2520,B&E,June,Friday,22,June,Saturday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,21,Other,700.0,0,1
2521,THEFT,August,Tuesday,22,August,Wednesday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,10,GRY,700.0,0,1
2522,THEFT,August,Monday,23,September,Sunday,53,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,UNKNOWN,RG,21,RED,430.0,0,6
2523,THEFT,September,Saturday,18,September,Sunday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,KNOWN,MT,9,BLK,1524.0,0,1
2524,THEFT,September,Friday,11,September,Sunday,53,1,Bedford Park-Nortown (39),"Open Areas (Lakes, Parks, Rivers)",Outside,Other,KNOWN,MT,21,Other,508.0,0,2
2525,THEFT,October,Sunday,8,October,Thursday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,ZZZ,KNOWN,OT,0,Other,1200.0,0,11
2526,THEFT,June,Sunday,22,June,Monday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,KNOWN,RG,10,BLK,748.0,0,1
2527,THEFT,September,Tuesday,20,September,Wednesday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,KNOWN,MT,21,BLK,600.0,0,1
2528,THEFT,December,Monday,17,January,Thursday,53,1,Bedford Park-Nortown (39),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KHS,KNOWN,OT,24,WHI,500.0,0,3
2529,THEFT,February,Monday,19,February,Tuesday,32,1,Bedford Park-Nortown (39),"Private Property Structure (Pool, Shed, Detached Garage)",Other,Other,KNOWN,MT,21,GRN,1400.0,0,1
2530,THEFT,April,Tuesday,14,April,Sunday,53,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,SC,0,Other,150.0,1,5
2531,THEFT,June,Wednesday,15,June,Wednesday,32,1,Bedford Park-Nortown (39),Commericial / Corporate Areas,Commercial,Other,KNOWN,TO,9,BLK,1099.0,0,0
2532,THEFT,July,Tuesday,23,July,Wednesday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,UNKNOWN,OT,0,WHI,200.0,0,1
2533,THEFT,July,Tuesday,23,July,Wednesday,32,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,OT,0,GRN,200.0,0,1
2534,THEFT,August,Tuesday,0,August,Tuesday,32,1,Bedford Park-Nortown (39),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,RG,18,Other,700.0,0,0
2535,THEFT,May,Monday,22,May,Tuesday,32,1,Bedford Park-Nortown (39),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,MT,0,ONG,950.0,0,1
2536,THEFT,September,Monday,9,September,Monday,53,1,Bedford Park-Nortown (39),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,KNOWN,MT,10,BLK,1500.0,0,7
